Date,Open,High,Low,Close,Volume,Adj Close
2017-02-23,857.570007,860.859985,848.00,852.190002,3454600,852.190002
2017-02-22,856.950012,858.429993,852.179993,855.609985,2613400,855.609985
2017-02-21,848.840027,857.97998,847.25,856.440002,3490100,856.440002
2017-02-17,842.00,847.27002,840.72998,845.070007,3029800,845.070007
2017-02-16,841.840027,845.00,839.380005,844.140015,2708100,844.140015
2017-02-15,834.00,842.809998,832.820007,842.700012,2950600,842.700012
2017-02-14,837.00,838.309998,831.450012,836.390015,2787900,836.390015
2017-02-13,831.619995,843.00,828.549988,836.530029,4156500,836.530029
2017-02-10,823.820007,828.00,822.849976,827.460022,2425800,827.460022
2017-02-09,821.599976,825.00,819.710022,821.359985,2468400,821.359985
2017-02-08,812.690002,821.47998,812.50,819.710022,2848300,819.710022
2017-02-07,809.309998,816.159973,807.50,812.50,3461500,812.50
2017-02-06,809.799988,810.719971,803.00,807.640015,3808200,807.640015
2017-02-03,806.719971,818.299988,804.00,810.200012,10838900,810.200012
2017-02-02,836.590027,842.48999,828.26001,839.950012,6541700,839.950012
2017-02-01,829.210022,833.780029,824.940002,832.349976,3797000,832.349976
2017-01-31,823.75,826.98999,819.559998,823.47998,3112600,823.47998
2017-01-30,833.00,833.50,816.380005,830.380005,3677100,830.380005
2017-01-27,839.00,839.700012,829.440002,835.77002,2992200,835.77002
2017-01-26,835.530029,843.840027,833.00,839.150024,3554700,839.150024
2017-01-25,825.789978,837.419983,825.289978,836.52002,3922600,836.52002
2017-01-24,822.00,823.98999,814.50,822.440002,2965900,822.440002
